,source,album,artist,date,review,score
10665,The Guardian,shelter,olivia-chaney,"Jul  6, 2018","
                                notprovide blasting showcase chaney little ego record talents delivery depth ripple softly persuasively
                            ",8.0
10666,Mojo,shelter,olivia-chaney,"Jun 25, 2018","
                                big beautiful new record aug  p
                            ",8.0
10667,Exclaim,shelter,olivia-chaney,"Jun 21, 2018","
                                chaney moves ease nearly operatic contemporary casual sounds equally home
                            ",8.0
10668,Uncut,shelter,olivia-chaney,"Jun 15, 2018","
                                transcendent refuge storm aug  p
                            ",8.0
10669,AllMusic,shelter,olivia-chaney,"Jun 15, 2018","
                                chaneys robust voice commands room deftly weaving intersecting lanes vulnerability raw power remarkable poise especially standout cuts like dragonfly roman holiday tree grows brooklyn latter uses cockles mussels alive alive oh refrain traditional irish ballad molly malone devastating effect
                            ",8.0
10670,The Observer (UK),shelter,olivia-chaney,"Jun 15, 2018","
                                elegant luminous album
                            ",8.0
10671,The Line of Best Fit,shelter,olivia-chaney,"Jun 22, 2018","
                                becomes powerful given proper care attention
                            ",7.5
10672,Paste Magazine,shelter,olivia-chaney,"Jun 15, 2018","
                                shelter may bit low key people’s liking it’s sunday morning record one affect party vibe saturday night yet bit solace sought twilight time follows shelter provides pleasant respite
                            ",7.4
10673,PopMatters,shelter,olivia-chaney,"Jul 18, 2018","
                                although music naked one sense world sparseness doesnt reveal here
                            ",7.0
10674,PopMatters,consolation-ep,protomartyr,"Jul 10, 2018","
                                protomartyr yet let us consolation assures arent going anytime soon
                            ",8.0
10675,Dusted Magazine,consolation-ep,protomartyr,"Jun 19, 2018","
                                point new stuff added without compromise dilution listening realize change good maybe even necessary matter much like protomartyr always sounded
                            ",8.0
10676,Under The Radar,consolation-ep,protomartyr,"Jun 19, 2018","
                                ever protomartyr deliver absolutely unmissable essential music darkest hearts 
                            ",8.0
10677,DIY Magazine,consolation-ep,protomartyr,"Jun 18, 2018","
                                there’s still barely light allowed protomartyr’s prowess channeling darkness something cathartic never stronger
                            ",8.0
10678,Drowned In Sound,consolation-ep,protomartyr,"Jun 18, 2018","
                                interesting see protomartyr go sustain incredible level output nothing else consolation gives hope band continue real deal pun intended
                            ",8.0
10679,Exclaim,consolation-ep,protomartyr,"Jun 18, 2018","
                                kelley deal sings two new eps songs alltoofleeting taste leave immediately hankering more
                            ",8.0
10680,Pitchfork,consolation-ep,protomartyr,"Dec  6, 2018","
                                protomartyr commented deal’s sense melody added “femininity” music consolation voice certainly adds life levity protomartyr learned anything odyshape might audacity explore locate new methods release—and found bracing clarity
                            ",7.7
10681,AllMusic,consolation-ep,protomartyr,"Jun 18, 2018","
                                notlot bands protomartyr even skill fury music would still set apart consolation brief potent reminder theyre force reckoned with
                            ",7.0
10682,Exclaim,please-dont-be-dead,fantastic-negrito,"Jun 18, 2018","
                                please dont dead virtually airtight terms musicality intent fantastic negrito continues live black roots monikera weary weathered soul survivor raging coming storm
                            ",9.0
10683,Uncut,please-dont-be-dead,fantastic-negrito,"Jul 19, 2018","
                                addressing subjects addiction gun crime censorship obscene overconsumption anger righteous leavened hope change sep  p
                            ",8.0
10684,Mojo,please-dont-be-dead,fantastic-negrito,"Jun 18, 2018","
                                treads similar terrain last days oakland burrowing delta blues weaving elements leadbelly princestyle funk hiphop loops jul  p
                            ",8.0
10685,Classic Rock Magazine,please-dont-be-dead,fantastic-negrito,"Jun 18, 2018","
                                hes dancing beat drum hard notwant join jul  p
                            ",8.0
10686,Paste Magazine,please-dont-be-dead,fantastic-negrito,"Jun 18, 2018","
                                it’s passionate pointed collection songs sly sense humor certain livedin wisdom
                            ",7.5
10687,AllMusic,please-dont-be-dead,fantastic-negrito,"Jun 25, 2018","
                                eccentricities seem affected perhaps stumbles side effect artist dedicated capturing mess modern world even moments grate confound theres still something invigorating artist refuses sit still
                            ",7.0
10688,The Wire,please-dont-be-dead,fantastic-negrito,"Jul 13, 2018","
                                fourth album seems wrestling modernise signature blues roots foundation without minimising traditional elements parts would work better stripped production overproduced layering background vocals keyboards added sound effects making music rich message jul  p
                            ",5.0
10689,Dusted Magazine,new-bodies,tangents,"Jun 18, 2018","
                                tangents’ posteverything mode working embracing rather exclusionary don’t seem trying shut music precedents influences much creating rich blend talented performers result creates something intoxicatingly new
                            ",8.0
10690,AllMusic,new-bodies,tangents,"Jun 18, 2018","
                                like stateless new bodies vibrant refreshing brimming ideas never seeming overwrought challenging without esoteric offputting
                            ",8.0
10691,Exclaim,new-bodies,tangents,"Jun 18, 2018","
                                every piece new bodies painstakingly detailed full emotionbut experimenting tempo mood much every facet music would give album even weight regardless one best offerings far exceptional entry sonic field 
                            ",8.0
10692,PopMatters,new-bodies,tangents,"Jun 18, 2018","
                                isnt much stretch say new bodies unlike record youll hear year even record band create yet tangents make catching equivalent entire jar full fireflies sound like second nature
                            ",8.0
10693,Pitchfork,new-bodies,tangents,"Jun 18, 2018","
                                years emotional narrative like one would seemed superfluous tangents quintet devoted technical dexterity clarity new bodies allow sharpened skills inhabit emerging human forms move speaks powerfully heart brain
                            ",7.9
10694,The Quietus,sleepless,immersion,"Jul 25, 2018","
                                strident remotely ambient thoroughly liquid pure post punk sleepless kind album simply fall way embrace something sounds familiar almost aggressively fresh vibrant like seductive unnerving classics pink floyd pil roedelius riley eno wraps fur never quite allows relax
                            ",8.0
10695,Q Magazine,sleepless,immersion,"Jun 19, 2018","
                                fifth outing immersion finds couple sumptuous summer  p
                            ",8.0
10696,AllMusic,sleepless,immersion,"Jun 25, 2018","
                                rebooted immersion sounds far engaging projects original incarnation tendency meander sleepless certainly one best efforts
                            ",7.0
10697,Uncut,sleepless,immersion,"Jun 19, 2018","
                                album takes pleasure capacity quietly seductively surprise aug  p
                            ",7.0
10698,The 405,sleepless,immersion,"Jun 19, 2018","
                                immersion well paint imagery listeners mind “the humming sea” rising ocean analogue synth pad like sounds representative image though reality ability create easily interpreted image sounds make album easily accessible listener
                            ",7.0
10699,The A.V. Club,sleepless,immersion,"Jun 19, 2018","
                                like preset pings warbles “ms” “io” also test much kitsch take kosmische still frequent spacey pleasures latch onto evident infectious joy creation
                            ",6.7
10700,PopMatters,sleepless,immersion,"Jul 31, 2018","
                                easy believe duos dynamic range must notcome albums successfully stage making album like sleepless partway muted affair still enjoyable collection performed highly capable teamits notsound potential fully realized
                            ",6.0
10701,Mojo,sleepless,immersion,"Jul 23, 2018","
                                shuffling drums strong tune microclimate songlike feel title track different mood gently pulses restless rhythmic tics melancholic meandering keyboard line sep  p
                            ",6.0
10702,The Line of Best Fit,magic-gone,petal,"Jun 20, 2018","
                                lotz knows craft work using every moment advantage resulting album that’s absolute indieemo masterpiece
                            ",8.5
10703,AllMusic,magic-gone,petal,"Jun 20, 2018","
                                inwardlooking particular brand overcast indie rock possesses relatability knack crafting delicious earworms render even painful admission rumination small joy ingest evoking wry vulnerability phoebe bridgers hooky pop acumen lucy dacus
                            ",8.0
10704,DIY Magazine,magic-gone,petal,"Jun 20, 2018","
                                conveys depth emotional exploration lyrics goes beyond even previous work sets petal affecting songwriter
                            ",8.0
10705,Rolling Stone,magic-gone,petal,"Jun 20, 2018","
                                kiley lotz voice like bell one holds strength resonance even shes singing knotty emotions like dominate second fulllength petal 
                            ",8.0
10706,PopMatters,sorpresa-familia,mourn,"Aug  7, 2018","
                                focused creative music band ever put out
                            ",8.0
10707,AllMusic,sorpresa-familia,mourn,"Jun 21, 2018","
                                sorpresa familia portrait band thats grown stronger musically personally face hardship wisdom freedom mourn display songs best revenge could get
                            ",8.0
10708,Pitchfork,sorpresa-familia,mourn,"Jun 21, 2018","
                                continually refined punkmeetspostrock sound consistently moved ease loud chaos contemplative quiet songwriting sorpresa familia suggests similar trajectory mourn could survive label hell make record like knows they’ll capable next time around
                            ",7.7
10709,No Ripcord,sorpresa-familia,mourn,"Jul 18, 2018","
                                little complexity never hurt anyone mourns case beginning take new interesting directions
                            ",7.0
10710,Exclaim,sorpresa-familia,mourn,"Jun 21, 2018","
                                theyre still channelling types youthful emotions drove best work experience conviction mould compelling shapes 
                            ",7.0
10711,DIY Magazine,sorpresa-familia,mourn,"Jun 21, 2018","
                                it’s punk music intelligence wizened old jazz musicians chronicle band’s hardships it’s muchwelcome return
                            ",6.0
10712,HipHopDX,redemption,jay-rock,"Jun 25, 2018","
                                redemption shines brightest music matches rock’s dynamic performance infuses enough energy seize moment 
                            ",8.4
10713,The A.V. Club,redemption,jay-rock,"Jun 25, 2018","
                                throughout jay fixates specific sort paranoid despair chasing bottles henny painkillers favorite move notmove finding good flow digging often delivering tiny clipped phrases like boxer practicing jab
                            ",8.3
10714,Los Angeles Times,redemption,jay-rock,"Jun 27, 2018","
                                he’s also got distinctive nonsense style lyrically direct without sacrificing certain poeticism willing look directly topic offer steelyeyed comment
                            ",8.0
10715,Spin,redemption,jay-rock,"Jun 26, 2018","
                                blatant  degree shift confines wretched comfort zone redemption full creative risks pay spades
                            ",8.0
10716,The Quietus,redemption,jay-rock,"Jun 25, 2018","
                                redemption jay rock elevates level artistry creating resonating tunes
                            ",8.0
10717,XXL,redemption,jay-rock,"Jun 25, 2018","
                                redemption might jay rocks consistent yet  minutes album breezes without many frills rock raps makes point gets quickly allowing tde vet chalk biggest win yet
                            ",8.0
10718,Pitchfork,redemption,jay-rock,"Jun 25, 2018","
                                raps jay rock come reclusive hardliner remarkable storyteller’s acumen internal logic always feels sound gangsta rappers better illustrating limited options undaunted overcome them
                            ",8.0
10719,Exclaim,redemption,jay-rock,"Jun 28, 2018","
                                heartening lp topnotch lifeaffirming beats throughout along renewed vigour voice man clearly takes nothing granted hes mend
                            ",7.0
10720,No Ripcord,redemption,jay-rock,"Jul 18, 2018","
                                entirety redemption sounds morose parched rhymes effective backdrop bleak bass drones minimal synth lines notmuch attempts slow delivery stick soulbearing lessons even treads familiar worndown musical paths
                            ",6.0
10721,Pretty Much Amazing,redemption,jay-rock,"Jun 25, 2018","
                                record nondescript’s detracting could listening instead 
                            ",5.8
10722,Classic Rock Magazine,the-blues-is-alive-and-well,buddy-guy,"Jun 25, 2018","
                                lone soldier best cavalry arrives jagger honking languid di crime keef tussling jeff beck fine cognac summer  p
                            ",8.0
10723,Uncut,the-blues-is-alive-and-well,buddy-guy,"Jun 25, 2018","
                                stretches songs inhabiting comfortably casually almost always finding way make familiar sound fresh aug  p
                            ",7.0
10724,Mojo,the-blues-is-alive-and-well,buddy-guy,"Jun 25, 2018","
                                quirks rough edges would added tot thrill nonetheless heartwarming set cultural treasure aug  p
                            ",6.0
10725,AllMusic,the-blues-is-alive-and-well,buddy-guy,"Jun 25, 2018","
                                thats lot songs life death blues alive well lot songs generala full  lasting well hour excessive length means theres lot room levity too
                            ",6.0
10726,PopMatters,the-blues-is-alive-and-well,buddy-guy,"Jun 25, 2018","
                                crowded track list extended runtime album notnecessarily come essential album guys oeuvre however strong tracks worth listen blues aficionado
                            ",6.0
10727,Mojo,you-will-know-nothing,here-lies-man,"Jun 26, 2018","
                                hml offset filthy turbo riffage moody atmospherics surprise leftturns aug  p
                            ",8.0
10728,AllMusic,you-will-know-nothing,here-lies-man,"Jul 17, 2018","
                                deeper cuts like voices window floating water ethereal closer ought know deal abstract vistas delivering different hues culled retro spectrum resulting something common spacy neopsychrock emissions flaming lips crusty ethnodoom metal
                            ",7.0
10729,Classic Rock Magazine,you-will-know-nothing,here-lies-man,"Jun 26, 2018","
                                spicy heady mostly satisfying brew summer  p
                            ",7.0
10730,Uncut,you-will-know-nothing,here-lies-man,"Jun 26, 2018","
                                africaninfluenced essence record carries along grace ultimately celebrating potential riff rhythm aug  p
                            ",7.0
10731,The Skinny,you-will-know-nothing,here-lies-man,"Jun 26, 2018","
                                nothing broken sound album feels like extension previous work rather progression 
                            ",4.0
10732,The Wire,cloud-corner,marisa-anderson,"Nov 15, 2018","
                                tender without overly sentimental music real feeling dec  p
                            ",8.0
10733,Dusted Magazine,cloud-corner,marisa-anderson,"Jul 18, 2018","
                                anderson skilled idiosyncratic guitar player sets cloud corner apart records skilled idiosyncratic peers hasn’t lost sight power music speak individual notmodest run times understated playing emotional honesty pieces cloud corner feel like they’re inviting share notobserve joy grief  
                            ",8.0
10734,AllMusic,cloud-corner,marisa-anderson,"Jul 18, 2018","
                                thanks wandering nature cloud corner kind album benefits repeat listens unspooling shifting settling little meditative revolution
                            ",8.0
10735,Mojo,cloud-corner,marisa-anderson,"Jul 18, 2018","
                                andersons playing simultaneously muscular relaxed defiant heartfelt new nomadic american music troubled times jul  p
                            ",8.0
10736,Pitchfork,cloud-corner,marisa-anderson,"Jul 18, 2018","
                                real feat cloud corner well anderson learned fuse musical traditions favors without drawing attention juxtaposition 
                            ",7.8
10737,AllMusic,pentagram,gui-boratto,"Sep 10, 2018","
                                albums glitchy title track sparse yet acutely detailed sinister without seeming evilminded like rest album seems curious dark side rather fully possessed
                            ",7.0
10738,PopMatters,pentagram,gui-boratto,"Sep 10, 2018","
                                rarely comes direct response discography rather scattered focus sounds like result someone finally letting past trying figure wants future borattos next great album isnt one holds lot promise future
                            ",6.0
10739,Resident Advisor,pentagram,gui-boratto,"Sep 10, 2018","
                                endorphinrush techno forgive meanwhile sure ignite one main stage festival sets thats setting boratto shows energy confidence artist much pentagram contrast feels tired confused
                            ",5.0
10740,Exclaim,pentagram,gui-boratto,"Sep 10, 2018","
                                pentagram gui boratto seems uninspired worse unsure made music inventive first place
                            ",5.0
10741,Dusted Magazine,stranger-fruit,zeal-ardor,"Dec 20, 2018","
                                stranger fruit he’s gone even he’s made something powerful something amid ritual esoteric language bloody events foregrounds humanity imaginary unnamed people real world brothers sisters way that’s far effective unforgettable metal bands manage subject 
                            ",8.0
10742,Pitchfork,stranger-fruit,zeal-ardor,"Dec 20, 2018","
                                stranger fruit uneven record mixing genres squaring ancient issues remain tragically current songs grapple past present possibility future asking two necessary questions art let us understand problems we’ve overlooked misunderstood begin fix them
                            ",7.3
10743,Classic Rock Magazine,stranger-fruit,zeal-ardor,"Dec 20, 2018","
                                perhaps musicians album peers admire skill originality could rather challenging untrained may  p
                            ",7.0
10744,Exclaim,stranger-fruit,zeal-ardor,"Dec 20, 2018","
                                mix unique plus running time might drive casual listeners away youre sort person likes mayhem mavis staples you
                            ",7.0
10745,Entertainment Weekly,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                kids see ghosts feels like cudi album kanye one production showcase  sevensong affair leaves greedy it’s mere  minutes
                            ",9.1
10746,PopMatters,kids-see-ghosts,kids-see-ghosts,"Jun 20, 2018","
                                kids see ghosts remembered climax enduring record ye season one keeps giving every replay
                            ",9.0
10747,AllMusic,kids-see-ghosts,kids-see-ghosts,"Jun 15, 2018","
                                kids see ghosts everything ye wasnt delivering worthwhile listen spite extended pr disaster preceded release cudi yang wests yin pair inch closer finding peace light darkness
                            ",9.0
10748,Exclaim,kids-see-ghosts,kids-see-ghosts,"Jun 12, 2018","
                                sitting painfully short seven songs project every bit good genuinely reintroduction artists world deserves
                            ",9.0
10749,The Line of Best Fit,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                part fact album’s production curated cudi mind sonic bag treats vibe gloomy celestial exploration early material well rap rock stylings demonstrated since  whereas beats ye sounded rushed underdeveloped beats ksg meat ’em crafting sonic mood board evokes thoughts psilocybin mushroom trips spiritual healing yes ghosts
                            ",9.0
10750,Drowned In Sound,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                punk ferocity however lies grander message mindfulness mental strength that’s immeasurably powerful theme two musicians known bringing vulnerable accounts severe anxiety depression hip hop
                            ",9.0
10751,HipHopDX,kids-see-ghosts,kids-see-ghosts,"Jun 12, 2018","
                                cudi playing role occupied ego kanye’s music sounds freer ever together two studio wzrds managed produce something equal parts raw honest touching spooky ethereal we’re going need seven tracks next time
                            ",8.8
10752,The Wire,kids-see-ghosts,kids-see-ghosts,"Jul 26, 2018","
                                there’s beguiling modesty tracks “fire” “th dimension” yasiin bey’s understated sprechgesang advising “kids see ghosts sometimes” title track feels plausible immanent urgent aug  p
                            ",8.0
10753,The 405,kids-see-ghosts,kids-see-ghosts,"Jun 15, 2018","
                                unpacked individually there’s lot love track laundry list potential inspirations
                            ",8.0
10754,Spin,kids-see-ghosts,kids-see-ghosts,"Jun 14, 2018","
                                collaboration alternates alienation sadness melodic tenderness punkish rap bravado triumph  minutes it’s embarrassing gripping never boring often euphoric   makes perfect version kid cudi album cudi taking center stage guiding hand kanye’s stellar production
                            ",8.0
10755,XXL,kids-see-ghosts,kids-see-ghosts,"Jun 14, 2018","
                                cudi pull equal weight kids see ghosts album’s brightest pointsthe beautiful madness seekcome moments kanye plays background cudi seizes forefront it’s testament chemistry quite turn 
                            ",8.0
10756,New Musical Express (NME),kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                seventrack album it’s kanye’s current obsession ‘ye’ ‘daytona’ ran length hardly help feel slight though brevity actually suits collaborative record sounds suitably ghostly supernatural
                            ",8.0
10757,The Guardian,kids-see-ghosts,kids-see-ghosts,"Jun  9, 2018","
                                kids see ghosts shotgun blast senses swarming blistering electronics lasercut samples psychedelic crescendos edges blurry halfremembered dream
                            ",8.0
10758,Pitchfork,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                songs intriguing ones emerge wyoming project thus far  lot energy ye seemed gasping fills lungs project it’s humbling consider much material might enlivened west’s album 
                            ",7.6
10759,Consequence of Sound,kids-see-ghosts,kids-see-ghosts,"Jun 18, 2018","
                                controlled chaos record proof somewhere beneath public outbursts musical misfires kanye westnot old kanyebut actual man heart still somewhere mix planning raise bar occasionally executing near flawless result
                            ",7.5
10760,The A.V. Club,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                kids see ghosts marks true return year half checked rehab fight depression suicidal ideation taking time work seems done wonders cudi without qualification spiritual artistic backbone kids see ghosts source truest artistic risks instrument greatest triumphs
                            ",7.5
10761,musicOMH.com,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                kids see ghosts overall good album leaves listener much better impression last week’s ye ’s passion pain  demon slayin’ though frustrating listen
                            ",7.0
10762,Rolling Stone,kids-see-ghosts,kids-see-ghosts,"Jun 11, 2018","
                                though nowhere near incisive infectious rewarding best work kids see ghosts still important step forward era big moods short attention spans
                            ",6.0
10763,AllMusic,remain-in-light,angelique-kidjo,"Sep  4, 2018","
                                remain light comes bursting gates rollicking irresistible wave musical joy stops album leaving listener state blessed disbelief
                            ",9.0
10764,The Wire,remain-in-light,angelique-kidjo,"Jul 26, 2018","
                                album stunning multivalent piece artistry hits anxious weary world like lightbearing gift remain light one fascinating albums rock history angélique kidjo may released definitive version  aug  p
                            ",9.0
10765,PopMatters,remain-in-light,angelique-kidjo,"Jun 13, 2018","
                                taking remain light kidjo brings finely honed afropop sounds one iconic new wave albums packing much punch talking heads ever didno small feat albums work angélique kidjo
                            ",9.0
10766,The A.V. Club,remain-in-light,angelique-kidjo,"Jun  8, 2018","
                                kidjo’s remain light arriving studio form stunning transformation sheds nervous alien nature wellworn songs turning something human danceable cases meaningful 
                            ",8.3
10767,Paste Magazine,remain-in-light,angelique-kidjo,"Jun 11, 2018","
                                kidjo faithfully following muse search transcendence she’s found rich source like water flowing underground
                            ",8.1
10768,musicOMH.com,remain-in-light,angelique-kidjo,"Jun 13, 2018","
                                she’s bringing perspective often fascinating never less interesting
                            ",8.0
10769,Mojo,remain-in-light,angelique-kidjo,"Jun  8, 2018","
                                fun comes unsurprisingly funkier first side jul  p
                            ",8.0
10770,Uncut,remain-in-light,angelique-kidjo,"Jun  8, 2018","
                                results funkier anything byrne eno might imagined almost  years ago jul  p
                            ",8.0
10771,Pitchfork,remain-in-light,angelique-kidjo,"Jun 14, 2018","
                                kidjo finds way songs infusing tactile sense empathy 
                            ",7.7
10772,Dusted Magazine,remain-in-light,angelique-kidjo,"Jul  9, 2018","
                                failures back half kidjo’s remain light feels safe kidjo’s remain light doesn’t surpass predecessor best it’s equally thrilling examination still relevant questions drove byrne company almost  years ago
                            ",7.0
10773,Drowned In Sound,remain-in-light,angelique-kidjo,"Jun  8, 2018","
                                overall album’s songs feel fuller less wiry kidjo collaborators hands many respects differences aren’t radical sense band’s influences pronounced original album said moments almost unidentifiable
                            ",7.0
10774,The Line of Best Fit,no-shame,lily-allen,"Jun 11, 2018","
                                record comes four years sheezus time space lily taken created masterpiece ballads stand side side dance beats rappers dancehall afrobeat singers feature alongside production mark ronson ezra koenig fryarsyet comes together smooth succinct tale finding identity crisis 
                            ",9.0
10775,Variety,no-shame,lily-allen,"Jun  8, 2018","
                                it’s raw record you’ll hear year even british singer’s calm tone heavily programmed production picture pop refinement sweet voice always allen’s nottoosecret ammo weaponized take fools didn’t suffer gladly hearing turn tart dulcet dagger tongue around makes bracing listen
                            ",9.0
10776,Consequence of Sound,no-shame,lily-allen,"Jun  8, 2018","
                                shame allen eschewed making irish exit days party girl instead delivered eulogy gracefully buries past continuing seek sunshine future
                            ",8.3
10777,The Quietus,no-shame,lily-allen,"Jun 12, 2018","
                                throughout album allen’s lyrics remain devastatingly frank  shame might sound mellow earlier razorsharp sass beneath surface lies gloom one i’m glad lily lets us see
                            ",8.0
10778,The Guardian,no-shame,lily-allen,"Jun  8, 2018","
                                would hard listen notfact music great tropical house shot softfocus slowmotion orchestrated singersongwriter ballads every melody chorus finished uniformly high standard
                            ",8.0
10779,Clash Music,no-shame,lily-allen,"Jun  8, 2018","
                                sometimes hard separate art artist lily allen drawn upon brutally honest painfully raw experiences personal life create allencompassing emotive sonic journey keeps finger firmly repeat button absolutely nothing ashamed here
                            ",8.0
10780,The Telegraph (UK),no-shame,lily-allen,"Jun  7, 2018","
                                one saddest albums ever hear masquerading set party hits nevertheless shame compulsory listening every young wannabe still thinks pop stardom panacea problems
                            ",8.0
10781,Q Magazine,no-shame,lily-allen,"Jun  6, 2018","
                                shame reminder allen well summer  p
                            ",8.0
10782,Mojo,no-shame,lily-allen,"Jun  6, 2018","
                                bold emotional directness supplanting gobby perpetualteen tude set soulful urban pop jul  p
                            ",8.0
10783,New Musical Express (NME),no-shame,lily-allen,"Jun  6, 2018","
                                it’s smart selfaware compellingly imperfect record pretty unique point view
                            ",8.0
10784,The Independent (UK),no-shame,lily-allen,"Jun  6, 2018","
                                shame return form every sense confident wellproduced deeply personal work 
                            ",8.0
10785,The 405,no-shame,lily-allen,"Jun 26, 2018","
                                somewhat dated soundscape presents album one relative weakness truthfully sticking guns serves allen shame fine clear spotlight allowed vocals 
                            ",7.5
10786,PopMatters,no-shame,lily-allen,"Jun 21, 2018","
                                songs divorce hard enough allen really gets tears rolling three written perspective children feels neglected busy touring schedule life spotlight  sober moments perhaps impactful album allen connects dreamy voice less heartwrenching tracks
                            ",7.0
10787,AllMusic,no-shame,lily-allen,"Jun 15, 2018","
                                shame isnt soundtrack party music reflection coming artist made snark specialty thats step forward
                            ",7.0
10788,Exclaim,no-shame,lily-allen,"Jun 11, 2018","
                                shame exactly says isan album revealed even unpleasant parts 
                            ",7.0
10789,Rolling Stone,no-shame,lily-allen,"Jun  8, 2018","
                                shame might sound placid surface closer listen reveals sonics become gentle allens truth bombs become even explosive
                            ",7.0
10790,Pretty Much Amazing,no-shame,lily-allen,"Jun 18, 2018","
                                album far less fun previous ones that’s point allen’s bit tired fun isn’t afraid admit “fun” sometimes source troubles
                            ",6.7
10791,Pitchfork,no-shame,lily-allen,"Jun 13, 2018","
                                sheezus allen ironic allen’s new album marks return sincerityand assessments motherhood failing relationships infamy penetrating sadly potent themes often diluted antiseptic production
                            ",6.3
10792,The Observer (UK),no-shame,lily-allen,"Jun 11, 2018","
                                though shame ultimately feels like transition reinvention it’s good see allen coming back seconds
                            ",6.0
10793,DIY Magazine,no-shame,lily-allen,"Jun  8, 2018","
                                she’s notquite yet wobble could sunk lesser personalities she’s found sound feels authentic that’ll 
                            ",6.0
10794,musicOMH.com,no-shame,lily-allen,"Jun  6, 2018","
                                it’s sound pen artist who’s grown public eye rewritingor reaffirmingher identity honesty sometimes comes cost it’s heavy stuff times feels like emotional release album wants people enjoy last tracks hark back upbeat summery pop she’s perhaps best knownand lovedfor
                            ",6.0
10795,The A.V. Club,no-shame,lily-allen,"Jun  8, 2018","
                                prettier heartfelt record sheezus slightly better one
                            ",5.0
10796,Under The Radar,no-shame,lily-allen,"Jun 12, 2018","
                                course whole record lethargic tempos lack style uninspired songwriting become bit tiring album whole disappointment someone much talent potential 
                            ",3.5
10797,Uncut,babelsberg,gruff-rhys,"May 25, 2018","
                                warm weird suddenly stranger world around jul  p
                            ",9.0
10798,AllMusic,babelsberg,gruff-rhys,"Jun 25, 2018","
                                rhys words may filled dread music offers solace deftly executed songcraft reassuring soft focus means babelsberg soothe emotions stirs up
                            ",8.0
10799,The Guardian,babelsberg,gruff-rhys,"Jun  8, 2018","
                                get album realise integral orchestral arrangements are
                            ",8.0
10800,DIY Magazine,babelsberg,gruff-rhys,"Jun  8, 2018","
                                it’s record creator’s image curious insightful eclectic  allgood fun odds
                            ",8.0
10801,musicOMH.com,babelsberg,gruff-rhys,"Jun  7, 2018","
                                it’s heart that’s filled bursting babelsberg can’t really imagine better soundtrack end world
                            ",8.0
10802,PopMatters,babelsberg,gruff-rhys,"Jun  7, 2018","
                                rhys trades characteristic quirkiness colorfulness experimentation classier unified slices orchestral pop offers wise mature sequence whose refined yet complex splendor allows achieve identity also offering enough trademark elements entice fans past triumphs
                            ",8.0
10803,The Line of Best Fit,babelsberg,gruff-rhys,"Jun  4, 2018","
                                lens amusement sympathy rhys views turning world around brings new life lineage draws draws from
                            ",8.0
10804,Mojo,babelsberg,gruff-rhys,"May 25, 2018","
                                babelsberg without doubt one finest expressions far rhyss talent jul  p
                            ",8.0
10805,Q Magazine,babelsberg,gruff-rhys,"May 25, 2018","
                                even theres sense darkness descending best solo album yet gruff rhys paints bright uplifting colours jul  p
                            ",8.0
10806,Record Collector,babelsberg,gruff-rhys,"May 25, 2018","
                                babelsberg ultimately sorelyneeded tonic mellowsounding hefting weighty humanitarian concerns back boasts youarehere focus normally accorded peg it
                            ",8.0
10807,Paste Magazine,babelsberg,gruff-rhys,"Jun  6, 2018","
                                result rich nuanced pop album feels like something french late ’s 
                            ",7.9
10808,Pitchfork,babelsberg,gruff-rhys,"Jun 25, 2018","
                                lavish instrumentation weighty subtext however babelsberg never overwhelms rhys’ preternatural gift writing swoonworthy melodies
                            ",7.8
10809,Under The Radar,babelsberg,gruff-rhys,"Sep 10, 2018","
                                whether notworld one would choose rhys gives better soundtrack probably deserves 
                            ",7.5
10810,Exclaim,babelsberg,gruff-rhys,"Jun  5, 2018","
                                babelsbergs ten songs comprise confident fully realized soundtrack quasifictional dystopia
                            ",7.0
10811,The Independent (UK),babelsberg,gruff-rhys,"Jun  6, 2018","
                                ten tracks seemingly upbeat altpop babelsberg record outside appears bright breezy bordering almost whimsical dig deeper however quickly begins reveal wryly written document current social political climates
                            ",6.0
10812,Variety,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                mindboggling host collaborators along ride yet album including bhasker malay frank ocean zayn rostam vampire weekend emile haynie lana del rey eminem bruno mars even skrillexand vision never feel like they’re anyone’s title track “deep end” “sex money feelings die” especially “last piece” “utopia” easily among best songs she’s ever done
                            ",9.1
10813,musicOMH.com,so-sad-so-sexy,lykke-li,"Jul  2, 2018","
                                sadness may remain true love flirts emotions effect still magical
                            ",8.0
10814,Clash Music,so-sad-so-sexy,lykke-li,"Jun 11, 2018","
                                might notpivotal ‘sad pop’ record someone arguably coined genre stand toetotoe best albums ever appropriately named sad sexy 
                            ",8.0
10815,AllMusic,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                lis defeat grief palpable yet delivers grace control offers glimmer hope fellow romantically downtrodden production match sad sexy succeeds providing relatable therapy session loves final gasps
                            ",8.0
